batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes
80,jiomart_octavius_octavius_gold_tea_ctc_chai_1_kg,Octavius Gold Tea CTC Chai - 1 Kg,Octavius,beverage,tea-cofee,1.0,kg,499.0,jiomart,,65.3,34.6,2.5,13.9,8.1,0.7,200.0,3.4,"Mustard oil, Black tea, Ginger, Cinnamon, Cardamom, Cloves",30g,7.0,,,
81,jiomart_nourish_you_nourish_you_organic_black_chia_seeds_250_g_usda_certified_grain_gluten_free_super_source,"NOURISH YOU Organic Black Chia Seeds 250 G | USDA Certified Grain | Gluten Free | Super Source of Calcium, Protein Fibre, Omega 3 & Antioxidant | Healthy Snacks | Pack of 1",Nourish You,essentials,dry-fruits-nuts,250.0,g,149.0,jiomart,550.0,24.4,1.2,15.8,19.5,3.7,10.4,0.0,0.0,,,,,,
82,jiomart_grocery_harvest_grocery_harvest_natural_phool_makhana_250_gram_light_tasty_snack,GROCERY HARVEST Natural Phool Makhana 250 Gram | Light & Tasty Snack,Grocery Harvest,essentials,dry-fruits-nuts,250.0,g,337.0,jiomart,,24.0,6.9,2.5,1.8,1.1,3.0,,0.6,,,,,,
83,jiomart_true_elements_true_elements_cranberry_and_blueberry_muesli_12kg,True Elements Cranberry And Blueberry Muesli 1.2kg,True Elements,snacks,breakfast,1.2,kg,549.0,jiomart,370.0,74.0,21.0,4.0,10.0,2.5,3.0,150.0,0.8,,,,,,
84,jiomart_andramart_andramart_solitaire_4_pc_broken_split_cashew_kaju_100_gm,Andramart solitaire 4 PC Broken Split Cashew (Kaju) 100 gm,Andramart,essentials,dry-fruits-nuts,4.0,PC,169.0,jiomart,,,,,,,4.0,,,,,,,,
85,jiomart_surya_surya_200gm_whole_spice_combonutmegstar_aniseblack_cardamomgreen_cardamommace_flowerblack_pepp,"SURYA 200gm WHOLE SPICE COMBO-NUTMEG,STAR ANISE,BLACK CARDAMOM,GREEN CARDAMOM,MACE FLOWER,BLACK PEPPER,BAYLEAF,CINNAMON,POPPY SEEDS,CLOVE (Pack of 10; 20gmx10)",Surya,essentials,masala,200.0,g,349.0,jiomart,,,,,2.8,1.6,0.5,150.0,4.0,,,,,,
86,jiomart_gustora_gustora_durum_whole_wheat_semolina_penne_fusilli_spaghetti_pasta_combo_i_vegetarian_i_zero_c,"Gustora Durum Whole Wheat Semolina Penne, Fusilli & Spaghetti Pasta Combo I Vegetarian I Zero Cholestrol I Rich in Fibre & Protein I Healthy Diet - (500g X 3)",Gustora,noodles_pasta,noodles-pasta,500.0,g,339.0,jiomart,,65.8,1.2,10.5,3.9,0.6,4.8,,1.2,"Durum wheat semolina, mustard oil, jaggery, Indian spices",30g,7.0,,,
87,jiomart_twinings_twinings_darjeeling_tea_25_teabags_premium_black_tea_twinings_origins_light_strength_delica,Twinings Darjeeling Tea 25 Teabags Premium Black Tea Twinings Origins Light Strength Delicate Subtle 50 Gm Pack of 25,Twinings,beverage,tea-cofee,25.0,teabags,297.0,jiomart,,,0.5,0.1,0.2,0.1,0.0,,0.05,,,,,,
88,jiomart_cheetos_cheetos_crunchy_flamin_hot_flavour_354gmx4_pieces_imported_from_uae,Cheetos Crunchy Flamin Hot Flavour 35.4gmx4 Pieces - Imported from UAE,Cheetos,snacks,chips-namkeen,35.4,g,460.0,jiomart,360.0,23.2,4.8,3.5,18.1,10.9,0.6,350.0,4.2,,,,,,
89,jiomart_luvit_luvit_luscious_love_delights_heart_shaped_chocolate_bars_a_gift_of_love_pack_of_1_162g_each,LuvIt Luscious Love Delights - Heart Shaped Chocolate Bars| A Gift of Love| Pack of 1 - 162g Each,Luvit,chocolate,chocolate,162.0,g,213.0,jiomart,550.0,63.2,44.1,4.3,34.5,24.9,0.8,10.0,0.2,,,,,,
90,jiomart_crunchers_crunchers_exquisite_bliss_milky_coconut_cookies_savor_the_creamy_coconut_goodness_in_every,Crunchers Exquisite Bliss Milky Coconut Cookies Savor the Creamy Coconut Goodness in Every Bite ( Pack of 2 x 100g),Crunchers,snacks,biscuit,,g,252.0,jiomart,550.0,64.0,24.0,4.0,27.0,18.0,2.0,200.0,1.0,,,,,,
91,jiomart_patanjali_patanjali_nariyalcoconut_biscuit_204_g,Patanjali Nariyal/Coconut Biscuit 204 g,Patanjali,snacks,biscuit,204.0,g,25.0,jiomart,550.0,34.0,10.0,3.0,27.0,16.0,2.0,200.0,1.0,,,,,,
92,jiomart_true_elements_true_elements_muesli_fruit_and_nuts_12kg_96_nuts_seeds_fruits_and_wholegrain_muesli_di,True Elements Muesli Fruit and Nuts 1.2kg 96% Nuts Seeds Fruits and Wholegrain Muesli| Diet Food,True Elements,snacks,breakfast,1.2,kg,449.0,jiomart,550.0,65.0,25.0,10.0,20.0,8.0,5.0,200.0,2.0,,,,,,
93,jiomart_rizz_rizz_sprouted_ragi_porridge_with_raw_banana_and_almond_no_sugar_or_salt,Rizz Sprouted Ragi Porridge with Raw Banana and almond (No sugar or salt),Rizz,baby,baby,,,250.0,jiomart,350.0,60.0,10.0,5.0,15.0,2.0,4.0,,,,,,,,
94,jiomart_br_cart_brcart_mixed_fruit_stone_candy_orange_kachi_kerry_mango_litchi_guava_100_g,"Brcart Mixed Fruit Stone Candy Orange, Kachi Kerry, Mango, Litchi, guava, 100 g",Br Cart,chocolate,chocolate,100.0,g,169.0,jiomart,550.0,65.0,55.0,2.0,25.0,15.0,3.0,10.0,0.5,,,,,,
95,jiomart_oracle_oracle_almond_super_jumbo,ORACLE ALMOND SUPER JUMBO,Oracle,essentials,dry-fruits-nuts,,,360.0,jiomart,575.0,34.6,10.2,21.4,44.8,3.5,7.9,0.2,0.4,,,,,,
96,jiomart_good_life_good_life_fenugreek_500_g,Good Life Fenugreek 500 g,Good Life,essentials,masala,500.0,g,65.0,jiomart,375.0,65.0,10.0,6.0,20.0,5.0,2.0,200.0,1.0,,,,,,
97,jiomart_banacos_banacos_chana_sattoo_100_natural_immunity_booster_diabetic_friendly_500g,"Banaco's Chana Sattoo, 100% Natural, Immunity Booster, Diabetic Friendly 500g",Banaco'S,essentials,flour,500.0,g,170.0,jiomart,375.0,60.0,10.0,8.0,15.0,3.0,2.0,200.0,0.5,,,,,,
98,jiomart_trinetra_trinetra_brown_sugar_2_kg,Trinetra Brown Sugar 2 kg,Trinetra,essentials,salt-sugar,2.0,kg,263.0,jiomart,387.0,99.9,75.0,0.2,0.1,0.01,0.5,,0.3,,,,,,
99,jiomart_ahaar_ahaar_singhara_flour_250g_chestnut_flour_100_natural_fasting_flour_250g,Ahaar Singhara Flour 250g | Chestnut Flour | 100% Natural Fasting Flour 250g,Ahaar,essentials,flour,250.0,g,111.0,jiomart,,65.2,5.8,6.3,1.4,0.9,2.1,,0.8,"Mustard Oil, Wheat Flour, Jaggery Powder",30g,7.0,,,
100,jiomart_wonderland_foods_wonderland_foods_premium_healthy_nutmix_500g_jar_dried_almonds_black_raisins_cashew,"Wonderland Foods Premium Healthy Nutmix 500g Jar, Dried Almonds, Black Raisins, Cashewnuts, Cranberries, Black Dates & Many More",Wonderland Foods,essentials,dry-fruits-nuts,500.0,g,245.0,jiomart,550.0,64.2,14.1,21.5,34.9,12.3,6.4,0.2,0.1,,,,,,
101,jiomart_go_go_cheese_block_200_g_carton,Go Cheese Block 200 g (Carton),Go,dairy,cheese-paneer,200.0,g,93.0,jiomart,341.0,4.5,1.8,10.2,24.3,14.9,0.4,50.0,1.0,,,,,,
102,jiomart_surya_surya_5kg_mango_pickle_avakaya_aam_ka_achar_uragaya,Surya 5kg Mango Pickle | Avakaya | Aam ka achar | Uragaya,Surya,flavourings,pickles-chutney,5.0,kg,669.0,jiomart,60.0,8.5,7.2,0.4,3.6,1.1,0.5,150.0,2.0,,,,,,
103,jiomart_shivas_shivas_premium_multigrain_attaflour_1_kg_pack_of_2,Shiva's Premium Multigrain Atta/Flour - 1 KG (Pack of 2),Shiva'S,essentials,flour,1.0,kg,339.0,jiomart,360.0,65.0,2.0,10.0,12.0,4.5,3.0,0.8,1.0,,,,,,
104,jiomart_on1y_on1y_chilli_flakes_34_g,On1y Chilli Flakes 34 g,On1Y,essentials,masala,1.0,y,74.0,jiomart,370.0,20.0,2.0,4.0,26.0,15.0,1.0,200.0,2.0,,,,,,
105,jiomart_bb_organics_bb_organics_kodo_millet_noodles180g_pack_of_3_traditional_millet_noodles_varagu_noodles_,B&B Organics Kodo Millet Noodles(180g)- Pack of 3 /Traditional Millet Noodles / Varagu Noodles .,B&B Organics,noodles_pasta,noodles-pasta,180.0,g,421.0,jiomart,,67.2,1.4,6.9,0.3,0.1,2.7,0.4,0.6,,,,,,
106,jiomart_double_horse_double_horse_roasted_appam_powder_roasted_rice_flour_rice_flour_500_grams_pack_of_3,Double Horse Roasted Appam Powder | Roasted Rice Flour | Rice Flour | 500 Grams (Pack Of 3),Double Horse,essentials,flour,500.0,g,177.0,jiomart,,65.0,2.0,4.0,0.0,0.0,1.0,,0.2,,,,,,
107,jiomart_ghotaram_ghotaram_perfect_teatime_partner_milk_toastruskhandmade_suji_ruskstoastpremium_long_rusk150,GHOTARAM Perfect Teatime Partner Milk Toast/Rusk/Handmade Suji Rusks/Toast/Premium Long Rusk-150gm,Ghotaram,snacks,chips-namkeen,150.0,g,219.0,jiomart,370.0,55.0,8.0,4.0,18.0,10.0,1.0,200.0,2.0,,,,,,
108,jiomart_tri_swastik_tri_swastik_authentic_garlic_pickle_300gm_spicy_tangy_homemade_style_lahsun_achar_tradit,Tri Swastik Authentic Garlic Pickle 300Gm | Spicy & Tangy Homemade Style Lahsun Achar | traditional Indian Pickle - No Preservatives',Tri Swastik,flavourings,pickles-chutney,300.0,g,315.0,jiomart,120.0,8.0,4.0,0.5,10.0,1.5,0.2,200.0,3.0,,,,,,
109,jiomart_the_ancient_remedy_the_ancient_remedy_macaroni_480gm_100_natural_premium_quality_pasta_nonsticky_eas,"The Ancient Remedy Macaroni - 480gm | 100% Natural, Premium Quality Pasta, Non-Sticky & Easy to Cook | Perfect for Italian Dishes, Kids Meals, Soups, Salads & Everyday Recipes ",|The Ancient Remedy,noodles_pasta,noodles-pasta,480.0,g,299.0,jiomart,370.0,74.5,2.9,10.4,1.8,0.7,0.5,150.0,2.0,,,,,,
110,jiomart_good_life_good_life_unpolished_whole_moong_500_g,Good Life Unpolished Whole Moong 500 g,Good Life,essentials,pulses,500.0,g,72.0,jiomart,,11.8,1.2,3.4,0.9,0.5,0.7,,0.2,,,,,,
111,jiomart_kwik_snack_kwik_snack_delicious_fresh_tasty_mixed_pickel_achaar_mixed_pickle_500_gm,"kwik snack Delicious, Fresh & Tasty MIXED PICKEL/ Achaar Mixed Pickle - 500 GM",Kwik Snack,flavourings,pickles-chutney,500.0,g,247.0,jiomart,375.0,20.0,2.0,1.0,36.0,10.0,0.5,150.0,2.0,,,,,,
112,jiomart_organic_tattva_organic_tattva_wheat_maida_500_g,Organic Tattva Wheat Maida 500 g,Organic Tattva,essentials,flour,500.0,g,52.0,jiomart,,65.1,0.4,12.3,2.5,1.2,0.6,,0.4,"Wheat Flour, Mustard Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
113,jiomart_trinetra_trinetra_ragi_atta_2_kg_1kg_x_2_pack,Trinetra Ragi Atta 2 kg (1Kg X 2 Pack),Trinetra,essentials,flour,2.0,kg,380.0,jiomart,,69.5,2.9,6.8,0.4,0.1,3.5,2.5,0.8,"Ragi Flour, Wheat Flour, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
114,jiomart_nongshim_nongshim_red_super_spicy_instant_vegetarian_noodles_600_g_pack_of_2,"Nongshim Red Super Spicy Instant Vegetarian Noodles, 600 G (Pack Of 2)",Nongshim,noodles_pasta,noodles-pasta,600.0,g,1270.0,jiomart,370.0,78.2,8.4,10.3,14.5,6.3,1.2,350.0,4.0,,,,,,
115,jiomart_good_life_good_life_turmeric_powder_100_g,Good Life Turmeric Powder 100 g,Good Life,essentials,masala,100.0,g,30.0,jiomart,,5.8,1.2,3.7,0.9,0.6,1.5,,0.4,,,,,,
116,jiomart_luvit_luvit_luscious_milk_delectable_chocolate_multipack_100_delicious_bars_6_x_36_g,LuvIt Luscious Milk Delectable Chocolate Multipack | 100% Delicious | Bars (6 x 36 g),Luvit,chocolate,chocolate,,g,255.0,jiomart,550.0,63.5,44.2,6.3,33.8,23.1,0.5,10.0,0.2,,,,,,
117,jiomart_unibic_unibic_snappers_indi_spice_potato_crackers_280_g,Unibic Snappers Indi Spice Potato Crackers 280 g,Unibic,snacks,biscuit,280.0,g,71.0,jiomart,370.0,54.0,7.0,4.0,19.0,9.0,1.0,350.0,2.0,,,,,,
118,jiomart_maggi_maggi_pazzta_masala_penne_family_saver_pack_139_g,Maggi Pazzta Masala Penne Family Saver Pack 139 g,Maggi,noodles_pasta,noodles-pasta,139.0,g,60.0,jiomart,370.0,64.9,8.2,10.3,12.4,6.5,0.9,350.0,2.8,,,,,,
119,jiomart_gongloo_gongloo_homemade_mixed_vegetable_pickle_ready_to_eat_achar_high_in_vitamin_c_fibre_hygienica,GONGLOO Homemade Mixed Vegetable Pickle | Ready to Eat Achar | High in Vitamin C & Fibre | Hygienically Packed | Rich in Antioxidants | Improves Digestion | 400 GM,Gongloo,flavourings,pickles-chutney,400.0,g,156.0,jiomart,,,,,14.3,8.5,2.1,0.4,0.6,,,,,,
120,jiomart_swad_swad_ginger_garlic_paste_300g_pack_of_2,SWAD Ginger & Garlic Paste 300g- Pack of 2,Swad,spread,sauce-ketchup-butter,300.0,g,259.0,jiomart,57.0,12.2,10.5,0.6,3.8,1.4,0.2,150.0,0.5,,,,,,
121,jiomart_gustora_gustora_healthy_conchiglie_fettuccine_pasta_combo_pack_of_2_i_durum_wheat_semolina_i_rich_in,Gustora Healthy Conchiglie & Fettuccine Pasta Combo Pack of 2 I Durum Wheat Semolina I Rich In Protein & Fibre I Zero Cholesterol I Vegetarian I No Trans - Fat I Cooking Time 10 Min - (500 Gm X 2),Gustora,noodles_pasta,noodles-pasta,2.0,,239.0,jiomart,,70.0,1.5,10.0,2.0,0.8,4.0,,1.5,"Durum Wheat Semolina, Mustard Oil, Jaggery, Indian Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
122,jiomart_organic_purify_organic_purify_white_mint_candy_pepper_mint_golijar_pack_400_gram,Organic Purify White Mint Candy (Pepper Mint Goli)/Jar Pack 400 Gram,Organic Purify,chocolate,chocolate,400.0,g,199.0,jiomart,550.0,65.4,55.5,2.3,34.9,24.1,0.8,10.0,0.2,,,,,,
123,jiomart_sambhojanam_sambhojanam_singhara_atta_900_gmgluten_freechestnut_floursinghara_atta_for_fasting_450gm,Sambhojanam Singhara Atta 900 gm/Gluten Free/Chestnut Flour/Singhara Atta For Fasting 450gm Pack of 2,Sambhojanam,essentials,flour,900.0,g,330.0,jiomart,,,,6.5,2.8,1.7,0.9,200.0,,,,,,,
124,jiomart_ritually_pure_ritually_pure_100_organic_soyabean_dana_no_pesticides_500_gm_pack,Ritually Pure 100% Organic | Soyabean Dana | No Pesticides | 500 Gm Pack,Ritually Pure,essentials,wheat-soya,500.0,g,185.0,jiomart,360.0,65.9,4.8,20.2,10.5,6.1,3.9,0.8,0.4,,,,,,
125,jiomart_momsy_momsy_homemade_moong_dal_wadi_mangori_wadian_moong_dal_vadi_250gm,Momsy Homemade Moong Dal Wadi | Mangori| Wadian| Moong Dal Vadi (250gm),Momsy,essentials,pulses,250.0,g,156.0,jiomart,370.0,74.0,10.5,11.2,8.3,1.2,4.5,350.0,0.6,,,,,,
126,jiomart_bagrrys_bagrrys_apple_cider_vinegar_500_ml_with_mother_raw_unfiltered_unpasteurized,"Bagrry's Apple Cider Vinegar 500 ml with 'Mother', Raw, Unfiltered & Unpasteurized",Bagrry'S,flavourings,pickles-chutney,500.0,ml,499.0,jiomart,,,2.5,0.1,0.3,0.1,0.4,,,,,,,,
127,jiomart_jaisal_organic_jaisal_organic_premium_basmati_rice_5kg_punjab_steam_xxxl_extra_long_grain_elongates_,"Jaisal Organic Premium Basmati Rice 5kg | Punjab Steam XXXL | Extra Long Grain Elongates Up to 24mm | Aged 2 Years | Aromatic & Fluffy Texture | Ideal for Biryani, Pulao & Daily Cooking",Jaisal Organic,essentials,rice,5.0,kg,699.0,jiomart,350.0,75.0,0.5,4.0,1.5,0.8,0.7,2.0,0.3,,,,,,
128,jiomart_fortune_fortune_mini_soya_chunks_200_g,Fortune Mini Soya Chunks 200 g,Fortune,essentials,wheat-soya,200.0,g,45.0,jiomart,370.0,55.0,1.0,10.0,12.0,3.0,2.0,350.0,0.5,,,,,,
129,jiomart_good_life_good_life_cane_jaggery_block_450_g,Good Life Cane Jaggery Block 450 g,Good Life,essentials,salt-sugar,450.0,g,39.0,jiomart,378.0,85.0,75.0,0.5,0.2,0.1,0.8,10.0,0.3,,,,,,
130,jiomart_fortune_fortune_premium_sharbati_atta_5_kg,Fortune Premium Sharbati Atta 5 kg,Fortune,essentials,flour,5.0,kg,269.0,jiomart,360.0,74.8,1.2,9.3,4.5,0.6,1.8,1.2,0.3,,,,,,
131,jiomart_fruvanta_fruvanta_jain_sauce_catchup_combo_without_oniongarlicpotato_tomato_sauce_200gm_and_green_ch,Fruvanta Jain Sauce / Catchup Combo Without Onion/garlic/Potato Tomato Sauce (200gm) and Green Chilli Sauce (200gm) (Pack of 2),Fruvanta,spread,sauce-ketchup-butter,200.0,g,162.0,jiomart,355.0,8.5,4.2,0.6,18.1,9.3,0.5,350.0,2.8,,,,,,
132,jiomart_diljeet_spices_diljeet_spices_3kg_kala_namak_black_salt_sanchal_powder1kg_x3,Diljeet Spices 3Kg Kala Namak | Black Salt |Sanchal Powder(1Kg x3),Diljeet Spices,essentials,salt-sugar,3.0,kg,336.0,jiomart,,,,0.5,0.2,0.1,0.1,300.0,90.0,,,,,,
133,jiomart_well_green_well_green_rolled_oats_400_gm_gluten_free_oats_healthy_breakfast_cereal_diet_food_keeps_y,WELL GREEN Rolled Oats 400 gm Gluten Free Oats | Healthy Breakfast Cereal | Diet Food | Keeps you Full till Lunch,Well Green,snacks,breakfast,400.0,g,239.0,jiomart,,65.0,4.5,12.2,3.8,1.2,6.0,,0.5,"Rolled Oats, Mustard Oil, Jaggery",30g,7.0,,,
134,jiomart_britannia_britannia_nutrichoice_sugar_free_cracker_295_g,Britannia NutriChoice Sugar Free Cracker 295 g,Britannia,snacks,biscuit,295.0,g,46.0,jiomart,360.0,60.0,0.0,6.0,10.0,3.5,1.0,350.0,0.2,,,,,,
135,jiomart_continental_continental_speciale_mocha_flavoured_coffee_50_gm_jar_makes_25_cups_instant_flavored_cof,Continental Speciale | Mocha Flavoured Coffee | 50 gm Jar | Makes 25 Cups | Instant flavored Coffee Powder for both Hot & Cold Coffee | Medium Roast,Continental,beverage,tea-cofee,50.0,g,269.0,jiomart,,,,,1.5,0.9,,150.0,0.2,,,,,,
136,jiomart_good_life_good_life_khichadi_mix_500_g,Good Life Khichadi Mix 500 g,Good Life,essentials,pulses,500.0,g,57.0,jiomart,370.0,64.5,10.2,8.3,14.1,4.5,2.6,250.0,0.8,,,,,,
137,jiomart_ritually_pure_ritually_pure_100_organic_soyabean_dana_2_kg_urad_mogar_2_kg_no_pesticides_pack_of_4_4,Ritually Pure 100% Organic| Soyabean Dana 2 Kg + Urad Mogar 2 Kg| No Pesticides |Pack of 4 | 4 Kg,Ritually Pure,essentials,wheat-soya,2.0,kg,780.0,jiomart,360.0,64.8,2.5,21.4,10.7,1.9,3.8,0.2,0.5,,,,,,
138,jiomart_marwar_marwar_himalayan_black_saltkala_namak_whole_crystal_organic_5_kilograms,Marwar Himalayan Black Salt/Kala Namak Whole Crystal Organic (5 Kilograms),Marwar,essentials,salt-sugar,5.0,kg,649.0,jiomart,,0.5,0.1,0.2,0.3,0.1,,12000.0,99.0,,,,,,
139,jiomart_tummyfriendly_foods_tummyfriendly_foods_aluminiumfree_millet_pancake_mix_chocolate_800g_800_g,TummyFriendly Foods Aluminium-Free Millet Pancake Mix - Chocolate - 800g 800 g,Tummyfriendly Foods,baby,baby,800.0,g,449.0,jiomart,,65.3,12.2,4.1,5.8,0.9,2.3,,0.3,,,,,,
140,jiomart_manna_manna_sattu_100_channa_sattu_protein_mix_1kg_500g_x_2_packs,Manna Sattu 100% Channa Sattu Protein Mix 1kg (500g x 2 Packs),Manna,beverage,juice-drink,1.0,kg,269.0,jiomart,,20.2,8.5,25.6,3.9,1.4,0.7,150.0,2.0,,,,,,
141,jiomart_green_piece_green_piece_soya_sauce_500ml_and_red_chilli_500mlpack_of_2,Green Piece Soya Sauce (500ml) AND Red Chilli (500ml)(Pack of 2),Green Piece,spread,sauce-ketchup-butter,500.0,ml,269.0,jiomart,,10.4,2.5,3.1,8.6,1.7,0.9,250.0,2.5,"Soya Sauce, Red Chilli, Salt, Sugar, Spices",30g,7.0,,,
142,jiomart_luvit_luvit_smackers_fruit_flavoured_lollipops_4_exciting_flavours_for_kids_watermelon_blue_lemonade,"LuvIt Smackers Fruit Flavoured Lollipops | 4 exciting Flavours for Kids (Watermelon, Blue Lemonade, Mango & Green Apple) | Pack of 1 - 480",Luvit,chocolate,chocolate,4.0,exciting,181.0,jiomart,,,,,,,,,,,30g,7.0,,,
143,jiomart_srisauham_srisauham_makhana,SRISAUHAM Makhana,Srisauham,essentials,dry-fruits-nuts,,,205.0,jiomart,,22.1,5.6,2.3,10.4,7.2,0.8,,1.5,"Makhana, Mustard Oil, Jaggery",30g,7.0,,,
144,jiomart_denali_foods_denali_foods_dark_choco_chips_baking_toppings_cakes_cookies_ice_cream_desserts_toppings,"Denali Foods Dark Choco Chips| Baking| Toppings| Cakes, Cookies, Ice Cream, Desserts toppings 150gms",Denali Foods,chocolate,chocolate,150.0,g,215.0,jiomart,,45.0,38.0,4.5,11.0,8.0,2.0,,0.3,"Mustard Oil, Sugar, Cocoa Mass, Cocoa Butter, Skimmed Milk Powder, Emulsifier (Soy Lecithin), Vanilla Flavor",30g,7.0,,,
145,jiomart_the_true_tomato_the_true_tomato_kids_no_chilli_ketchup_220g,The True Tomato Kids No Chilli Ketchup - 220g,The True Tomato,spread,sauce-ketchup-butter,220.0,g,245.0,jiomart,,12.4,8.5,0.2,10.3,6.9,0.1,150.0,0.8,,,,,,
146,jiomart_8_am_8_am_corn_flakes_gluten_free_delicious_and_nutritious_breakfast_cereals_300_gm,"8 AM Corn Flakes Gluten Free, Delicious and Nutritious Breakfast Cereals 300 gm",8 Am,snacks,breakfast,8.0,,171.0,jiomart,360.0,60.0,5.0,4.0,12.0,2.5,0.0,200.0,0.3,,,,,,
147,jiomart_latika_organics_latika_organics_cold_pressed_100_white_sesame_oil_pure_natural_til_oil_for_cooking_w,"Latika Organics Cold Pressed 100% White Sesame Oil | Pure & Natural Til Oil for Cooking & Wellness | Wood Pressed, Unrefined, Chemical-Free | Ideal for Massage, Skin & Hair Care (1000 ML)",Latika Organics,essentials,oil,1000.0,ml,599.0,jiomart,,,,,,11.6,0.2,,,"White Sesame, Til Oil",10ml,100.0,,,
148,jiomart_jairaj_jairaj_sarvottam_ponni_boiled_rice_authentic_south_indian_rice_perfect_for_traditional_dishes,Jairaj Sarvottam Ponni Boiled Rice Authentic South Indian Rice Perfect for Traditional Dishes Like Pacharisi Idli Ven Pongal Athirasam Nutritious and Tasty (1 Kg),Jairaj,essentials,rice,1.0,kg,265.0,jiomart,,2.3,0.1,1.7,0.5,0.4,0.2,,0.05,,,,,,
149,jiomart_goshudh_goshudh_brown_sugar_1500_g_750g_x_2_pack,Goshudh Brown Sugar 1500 g (750g X 2 Pack),Goshudh,essentials,salt-sugar,1500.0,g,224.0,jiomart,,67.4,63.1,0.2,0.2,0.1,,0.4,0.3,,,,,,
150,jiomart_bagrrys_bagrrys_choco_1200_gm_with_3_great_grainsoatswhole_wheatrice_kids_cereal_no_maida_yummy_brea,"Bagrry's Choco+, 1200 GM with 3 Great Grains(Oats+Whole Wheat+Rice), Kids Cereal | No Maida | Yummy Breakfast Cereal",Bagrry'S,snacks,breakfast,1200.0,g,578.0,jiomart,370.0,64.0,16.0,4.0,12.0,3.0,2.0,200.0,0.5,,,,,,
151,jiomart_good_life_good_life_wada_kolam_rice_1_kg,Good Life Wada Kolam Rice 1 kg,Good Life,essentials,rice,1.0,kg,77.0,jiomart,360.0,75.0,1.3,2.5,0.8,0.4,0.7,1.0,0.3,,,,,,
152,jiomart_monin_monin_vanilla_bottle_250_ml_liquid_vegetarian,"Monin Vanilla Bottle, 250 Ml, Liquid, Vegetarian",Monin,beverage,juice-drink,250.0,ml,420.0,jiomart,,,17.2,0.1,0.4,0.3,0.1,,,"Vanilla extract, Sugar, Water",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
153,jiomart_shivas_shivas_premium_jau_chana_meetha_mix_sattu_roasted_barley_and_bengal_gram_sugar_mix_sattu_400_,SHIVA'S PREMIUM JAU CHANA MEETHA MIX SATTU | ROASTED BARLEY AND BENGAL GRAM SUGAR MIX SATTU- 400 G,Shiva'S,essentials,flour,400.0,g,175.0,jiomart,375.0,65.5,10.2,6.3,12.1,4.8,2.5,0.6,0.9,,,,,,
154,jiomart_luvit_luvit_luscious_roasted_almonds_chocolate_bars_multipack_pack_of_10_52g_each,LuvIt Luscious Roasted Almonds Chocolate Bars| Multipack| Pack of 10 - 52g Each,Luvit,chocolate,chocolate,52.0,g,699.0,jiomart,550.0,55.2,42.5,6.3,35.8,19.1,4.2,10.0,0.5,,,,,,
155,jiomart_kush_gold_kush_gold_himalayan_black_salt_powder_kala_namak_indian_black_salt_500gm,Kush Gold Himalayan Black Salt Powder / Kala Namak / Indian Black Salt (500gm),Kush Gold,essentials,salt-sugar,500.0,g,159.0,jiomart,,,,0.5,0.1,0.05,0.0,200.0,90.0,,,,,,
156,jiomart_orchard_honey_orchard_honey_premium_unprocessed_honey_100_pure_natural_honey_rich_in_nutrients_boost,"Orchard Honey Premium - Unprocessed Honey 100% Pure & Natural Honey ,Rich in Nutrients, Boosts Immunity, Original Bee Honey (1Kg)",Orchard Honey,spread,sauce-ketchup-butter,1.0,kg,519.0,jiomart,,17.4,16.8,0.1,7.2,5.3,0.1,,0.02,,,,,,
157,jiomart_groshaat_groshaat_chawal_atta_rice_flour_500gm_pack,Groshaat Chawal Atta (Rice Flour)- 500gm Pack,Groshaat,essentials,flour,500.0,g,180.0,jiomart,,68.4,1.2,3.6,0.9,0.7,0.5,,0.2,,,,,,
158,jiomart_food_essential_food_essential_bread_crumbs_1_kg,Food Essential Bread Crumbs 1 kg.,Food Essential,ready_to_eat,ready-to-eat,1.0,kg,375.0,jiomart,370.0,68.2,11.3,4.5,14.1,8.5,0.9,350.0,2.3,,,,,,
159,jiomart_sol_sol_whole_dried_arbol_chillies_with_stem_40gm,Sol Whole Dried Arbol Chillies with stem 40gm,Sol,spread,sauce-ketchup-butter,40.0,g,365.0,jiomart,120.0,4.5,2.8,0.3,7.5,1.2,0.6,250.0,0.8,,,,,,
160,jiomart_dhanraj_dhanraj_jaggery_powder_500gm_pack_of_4,Dhanraj Jaggery Powder 500GM Pack Of 4,Dhanraj,essentials,salt-sugar,500.0,g,599.0,jiomart,,68.5,63.7,0.1,0.2,0.1,0.5,,0.4,,,,,,
