batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,Here is the extracted nutrition data for CHOYO Chengu Veg Hakka Noodles
77,jiomart_good_life_good_life_sugar_m_1_kg,Good Life Sugar (M) 1 kg,Good Life,essentials,salt-sugar,1.0,kg,55.0,jiomart,,38.0,99.0,0.0,0.0,0.0,0.0,,0.2,"Sugar, Salt",30g,7.0,0.85,Verified from Indian nutrition label,,
78,jiomart_bagrrys_bagrrys_crunchy_muesli_with_almond_raisins_and_honey_425_g,"Bagrry's Crunchy Muesli with Almond, Raisins and Honey 425 g",Bagrry'S,snacks,breakfast,425.0,g,160.0,jiomart,550.0,72.0,24.0,10.0,20.0,8.0,4.0,150.0,2.0,,,,,,,
79,jiomart_wonderland_foods_wonderland_foods_premium_raw_whole_cashew_kaju_w240grade_500g_jar,Wonderland Foods Premium Raw Whole Cashew (Kaju) W240-Grade 500G Jar,Wonderland Foods,essentials,dry-fruits-nuts,500.0,g,479.0,jiomart,550.0,12.8,2.5,18.4,56.6,3.9,1.8,0.0,0.0,,,,,,,
80,jiomart_organic_tattva_organic_tattva_brown_sugar_1_kg,Organic Tattva Brown Sugar 1 kg,Organic Tattva,essentials,salt-sugar,1.0,kg,140.0,jiomart,,38.2,77.1,0.1,0.3,0.1,0.2,,0.01,,,,,,,
81,jiomart_yogabar_yogabar_100_unsweetened_peanut_butter_400g_fruits_n_nuts_muesli_400g_combo_pure_peanut_butte,Yogabar 100% Unsweetened Peanut Butter 400g & Fruits n Nuts Muesli 400g Combo | Pure Peanut Butter | Fruits n Nuts Muesli,Yogabar,snacks,breakfast,400.0,g,477.0,jiomart,,24.5,6.2,20.3,42.1,12.9,4.5,,0.8,"Peanut, Fruits (Mixed), Nuts (Mixed)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
82,jiomart_bambino_bambino_nutritious_hot_n_sour_vegetable_soup_40g_pack_of_5,Bambino Nutritious Hot N Sour Vegetable Soup 40g (Pack of 5),Bambino,ready_to_eat,ready-to-eat,40.0,g,229.0,jiomart,140.0,24.0,7.0,2.0,6.0,3.0,1.0,350.0,0.5,,,,,,,
83,jiomart_balaji_wafers_balaji_wafers_mung_dal_250_g,Balaji Wafers Mung Dal 250 g,Balaji Wafers,snacks,chips-namkeen,250.0,g,44.0,jiomart,370.0,70.8,4.2,7.3,14.5,6.9,0.8,250.0,2.1,,,,,,,
84,jiomart_organicpure_organicpure_wheat_mp_lokwan_wheat_2kg,"OrganicPure - Wheat (MP Lokwan Wheat), 2kg",Organicpure,essentials,wheat-soya,2.0,kg,299.0,jiomart,369.0,69.5,1.2,12.3,0.8,0.4,2.5,1.0,0.5,,,,,,,
85,jiomart_veedint_veedint_pink_salt_powder_1_kg_sendha_namak_mineralrich_salt_for_healthy_cooking_natural_rock,VeeDint Pink Salt Powder 1 Kg | Sendha Namak | Mineral-rich Salt for Healthy Cooking | Natural Rock Salt Substitute for White Salt | Fresh & Natural Herbs & Seasonings | No Added Color and Flavor,Veedint,essentials,salt-sugar,1.0,kg,155.0,jiomart,,,,,,,,1024.0,98.0,,,,,,,
86,jiomart_good_life_good_life_chawlilobia_white_small_pulses_500_g,Good Life Chawli/Lobia White Small Pulses 500 g,Good Life,essentials,pulses,500.0,g,149.0,jiomart,362.0,76.2,3.1,13.5,0.9,0.4,6.2,2.0,1.0,,,,,,,
87,jiomart_sams_sams_italian_dressing_300g_and_vinegar_700ml_for_daily_use_unflavoured_non_fruit,Sams Italian Dressing 300g and Vinegar 700ml for Daily Use Unflavoured Non Fruit,Sams,flavourings,pickles-chutney,300.0,g,250.0,jiomart,,5.8,1.4,0.2,13.6,9.3,0.5,350.0,1.4,"mustard oil, vinegar, sugar, salt, spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
88,jiomart_granules_n_beans_granules_n_beans_assorted_chai_cardamom_ginger_lemongrass_ginger_masala_instant_tea,"Granules n Beans Assorted Chai Cardamom, Ginger, Lemongrass Ginger, Masala Instant Tea Premix 10 Sachet x 14g",Granules N Beans,beverage,tea-cofee,10.0,Sachet,155.0,jiomart,,55.2,12.5,1.7,0.8,0.3,0.2,150.0,4.0,"Cardamom, Ginger, Lemongrass, Masala Instant Tea Premix",14g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
89,jiomart_momsy_momsy_premium_chatpata_teekha_rajasthani_green_chilli_pickle_hari_mirchi_ka_achaar_950gm,Momsy Premium Chatpata Teekha Rajasthani Green Chilli Pickle| Hari Mirchi Ka Achaar (950gm),Momsy,flavourings,pickles-chutney,950.0,g,391.0,jiomart,370.0,15.2,11.8,0.5,34.3,18.4,1.2,450.0,6.0,,,,,,,
90,jiomart_organic_purify_organic_purify_masala_chana_for_healthchickpeas_namkeensnacks_400_gm,Organic Purify MASALA CHANA FOR HEALTH|CHICKPEAS (NAMKEEN/SNACKS) 400 GM,Organic Purify,snacks,chips-namkeen,400.0,g,149.0,jiomart,375.0,70.0,10.0,15.0,20.0,8.0,3.0,350.0,2.0,,,,,,,
91,jiomart_riscossa_riscossa_rigatoni_pasta_500g,Riscossa Rigatoni Pasta 500g,Riscossa,noodles_pasta,noodles-pasta,500.0,g,244.0,jiomart,,35.0,4.5,6.0,2.5,1.8,1.0,350.0,3.5,,,,,,,
92,jiomart_grain_cottage_grain_cottage_pure_sharbati_wheat_atta_5_kg,Grain cottage pure sharbati wheat atta 5 kg,Grain Cottage,essentials,flour,5.0,kg,300.0,jiomart,369.0,73.6,1.4,12.2,2.8,0.9,3.5,1.0,0.4,,,,,,,
93,jiomart_pink_delight_pink_delight_jaw_atta_jau_atta_barley_flour_1_kg_pack,Pink Delight Jaw Atta | Jau Atta | Barley Flour | 1 Kg Pack,Pink Delight,essentials,flour,1.0,kg,199.0,jiomart,360.0,68.5,1.2,12.3,4.8,0.6,1.5,10.0,2.5,"Barley Flour, Jaw Atta",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
94,jiomart_surya_surya_1kg_red_chilli_lal_mirchi_powder_karam_natural_no_colors_no_preservatives,"Surya 1kg Red Chilli (Lal Mirchi) Powder| Karam| Natural| No Colors, No Preservatives",Surya,essentials,masala,1.0,kg,209.0,jiomart,395.0,8.2,1.3,4.5,35.9,21.6,0.8,1.2,3.5,,,,,,,
95,jiomart_kwik_snack_kwik_snack_ott32oats_rolled_oats_for_weight_loss_pouch_pouch_200_g,kwik snack (OTT32-Oats) Rolled Oats for Weight Loss Pouch Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart,369.0,64.2,4.8,10.3,6.5,1.2,4.2,0.8,0.3,,,,,,,
96,jiomart_freshocartz_freshocartz_spicy_tangy_raw_digestive_masala_keri_sour_candy_50_g,FreshoCartz Spicy Tangy Raw Digestive Masala Keri Sour Candy 50 g,Freshocartz,chocolate,chocolate,50.0,g,148.0,jiomart,550.0,80.0,60.0,2.0,30.0,15.0,1.0,200.0,4.0,"Mustard oil, Jaggery, Spices (Indian), Sugar, Cocoa mass",30g,7.0,,,,
97,jiomart_myfitness_peanut_butter_myfitness_peanut_butter_natural_peanut_butter_crunchy_510g,MyFitness Peanut Butter Natural Peanut Butter Crunchy 510g,Myfitness Peanut Butter,spread,sauce-ketchup-butter,510.0,g,256.0,jiomart,575.0,24.5,10.2,8.3,43.4,15.6,1.5,150.0,0.8,,,,,,,
98,jiomart_naturevit_nature_vit_khandsari_dhaga_mishri_1_kg_thread_mishri_unrefined_sugar_crystal_mishri_crysta,"Nature Vit Khandsari Dhaga Mishri, 1 Kg | Thread Mishri | Unrefined Sugar Crystal | Mishri Crystal | Pure Mishri Sugar Candy | Rock Sugar Crystal | Dhage Wali Mishri | Brown Mishri",Naturevit,chocolate,chocolate,1.0,kg,385.0,jiomart,,38.5,32.2,0.1,12.8,9.4,,0.5,0.2,"Khandsari, Dhaga, Mishri (Sugar), Mustard Oil",30g,7.0,,,,
99,jiomart_dipi_doos_dipi_doos_pizza_pasta_sauce_300_gm_glass_bottle,DIPI DOO'S PIZZA PASTA SAUCE 300 GM GLASS BOTTLE,Dipi Doo'S,spread,sauce-ketchup-butter,300.0,g,109.0,jiomart,67.0,17.8,10.2,0.3,6.4,2.5,0.1,150.0,0.8,,,,,,,
100,jiomart_kwik_snack_kwik_snack_ks2oats_classic_oats_pouch_400_g,kwik snack (KS2-Oats) Classic Oats Pouch (400 g),Kwik Snack,snacks,breakfast,400.0,g,197.0,jiomart,,65.0,10.5,3.5,2.5,1.0,2.0,150.0,0.8,,,,,,,
101,jiomart_sams_sams_barbeque_sauce_325g_and_vinegar_700ml_combo_for_daily_use_unflavoured_non_fruit,Sams Barbeque Sauce 325g and vinegar 700ml combo for Daily Use Unflavoured Non Fruit,Sams,flavourings,pickles-chutney,325.0,g,250.0,jiomart,,,1.2,0.1,12.5,8.5,0.1,350.0,2.5,"Mustard oil, Sugar, Distilled water, Barley extract, Salt, Spices (including turmeric, coriander, cumin)",30g,7.0,,,,
102,jiomart_orbit_orbit_sugarfree_mixed_fruit_chewing_gum_pack_of_8_22g,"Orbit Sugar-Free Mixed Fruit Chewing Gum, Pack of 8, 22g",Orbit,chocolate,chocolate,22.0,g,340.0,jiomart,,24.5,22.0,1.3,2.4,1.8,0.5,,,"Sugar-Free Gum Base, Citric Acid, Natural Flavors, Aspartame, Acesulfame Potassium",30g,7.0,,,,
103,jiomart_organic_tattva_organic_tattva_malka_split_masoor_dal_1_kg,Organic Tattva Malka Split Masoor Dal 1 kg,Organic Tattva,essentials,pulses,1.0,kg,220.0,jiomart,348.0,69.2,3.8,15.6,0.9,0.4,5.2,1.0,0.3,"Masoor Dal, Mustard Oil, Jaggery, Indian Spices",30g,7.0,,,,
104,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_8,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *8,Choyo,noodles_pasta,noodles-pasta,,,1800.0,jiomart,,35.2,5.1,3.8,11.9,1.7,0.6,340.0,2.5,,,,,,,Spice in Every Strand:
105,jiomart_millettree_millettree_sprouted_ragi_atta_1_kg,Millettree Sprouted Ragi Atta 1 KG,Millettree,essentials,flour,1.0,kg,310.0,jiomart,375.0,75.5,4.2,7.8,1.3,0.9,2.5,10.0,0.4,,,,,,,
106,jiomart_kaara_organic_kaara_organic_cold_pressed_pure_sesame_oil_with_rich_aroma_100_natural_unrefined_chole,"KAARA ORGANIC Cold Pressed Pure Sesame Oil With Rich Aroma, 100% Natural Unrefined Cholestrol Free Edible Oil for Cooking, Low Trans Fat Chemical Free Peanut Oil, Healthy Til Oil - 1Ltr",Kaara Organic,essentials,oil,1.0,L,599.0,jiomart,890.0,0.2,0.1,0.6,98.8,48.5,0.2,0.1,0.05,,,,,,,
107,jiomart_ancy_ancy_gurbandi_almonds500_grams_250_grams_x_2_energy_boosting_almonds_delicious_nutritious,Ancy Gurbandi Almonds-500 grams (250 Grams X 2) | Energy Boosting Almonds | Delicious & Nutritious,Ancy,essentials,dry-fruits-nuts,500.0,g,600.0,jiomart,,,,21.0,14.0,3.5,2.0,10.0,,,,,,,,
108,jiomart_green_piece_green_piece_spout_jain_schezwan_dipping_chutney_100gm,Green Piece Spout Jain Schezwan Dipping Chutney. 100gm,Green Piece,spread,sauce-ketchup-butter,100.0,g,169.0,jiomart,64.0,11.4,7.2,0.6,5.8,1.3,0.4,150.0,2.9,,,,,,,
109,jiomart_the_chakki_project_the_chakki_project_yellow_mustard_oil_500ml_cold_pressed_wood_pressed_pure_unrefi,"The Chakki Project Yellow Mustard Oil 500ML | Cold Pressed & Wood Pressed | Pure, Unrefined & Natural | High in Omega-3 & Heart-Friendly Fats",The Chakki Project,essentials,oil,500.0,ml,190.0,jiomart,,0.1,0.01,0.02,14.2,9.5,0.4,,0.1,"Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
110,jiomart_miltop_miltop_green_pista_kernel_without_salt_100_g,Miltop Green Pista Kernel Without Salt 100 g,Miltop,essentials,dry-fruits-nuts,100.0,g,285.0,jiomart,575.0,21.5,2.3,13.8,44.6,7.9,4.5,0.0,,,,,,,,
111,jiomart_pitaamah_pitaamah_gobindobhog_rice_2kg_aromatic_rice_unpolished_rice_jeera_rice_bengal_farmers,Pitaamah GobindoBhog Rice | 2kg | Aromatic Rice | Unpolished Rice | Jeera Rice | Bengal Farmers,Pitaamah,essentials,rice,2.0,kg,399.0,jiomart,,2.1,0.5,1.3,0.8,0.4,0.2,,0.5,,,,,,,
112,jiomart_the_whole_truth_the_whole_truth_choco_bar_with_hazelnut_80_g,The Whole Truth Choco Bar With Hazelnut 80 g,The Whole Truth,chocolate,chocolate,80.0,g,334.0,jiomart,550.0,64.5,55.5,9.2,33.6,20.1,3.4,150.0,0.5,,30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
113,jiomart_shahi_rasoi_shahi_rasoi_platinum_basmati_rice_xxxl_grain_aromatic_fluffy_nonsticky_ideal_for_biryani,"SHAHI RASOI | PLATINUM | Basmati Rice | XXXL GRAIN | Aromatic, Fluffy & Non-Sticky | Ideal for Biryani, Pulao & Daily Meals | 10 KG",Shahi Rasoi,essentials,rice,10.0,kg,1299.0,jiomart,,2.4,0.1,3.9,0.6,0.2,0.4,,0.1,,,,,,,
114,jiomart_manna_manna_100_steel_cut_oats_3_kg_gluten_free_diabetic_friendly_high_protein_fibre,Manna 100% Steel Cut oats 3 kg | Gluten Free | Diabetic Friendly | High Protein & Fibre,Manna,snacks,breakfast,3.0,kg,665.0,jiomart,369.0,74.2,1.9,8.3,4.5,0.7,6.2,1.0,0.2,"Steel Cut Oats, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
115,jiomart_borges_borges_spaghetti_pasta_500_g,Borges Spaghetti Pasta 500 g,Borges,noodles_pasta,noodles-pasta,500.0,g,164.0,jiomart,,35.4,1.2,3.5,0.9,0.6,0.8,150.0,1.0,,,,,,,
116,jiomart_blue_dragon_blue_dragon_thai_tom_yum_instant_cup_noodle_60gm_no_preservative_artificial_colors_easy_,Blue Dragon Thai Tom Yum Instant Cup Noodle 60gm | No Preservative & Artificial colors | Easy to Make | Imported from Thailand,Blue Dragon,noodles_pasta,noodles-pasta,60.0,g,103.0,jiomart,370.0,63.2,5.8,9.4,10.3,6.1,0.7,350.0,2.8,,,,,,,
117,jiomart_veganic_veganic_roasted_chana_snack_desi_indian_healthy_chna_namkin_bhune_chane_namkeen_400g,Veganic Roasted Chana Snack | Desi Indian Healthy Chna Namkin | Bhune Chane Namkeen 400G,Veganic,snacks,chips-namkeen,400.0,g,185.0,jiomart,360.0,64.0,7.0,10.0,16.0,2.5,3.0,200.0,1.0,,,,,,,
118,jiomart_twinings_twinings_pure_green_tea_25_teabags_green_tea_perfectly_balanced_refreshing_50_grams,"Twinings Pure Green Tea, 25 Teabags, Green Tea, Perfectly Balanced & Refreshing, 50 Grams",Twinings,beverage,tea-cofee,25.0,teabags,297.0,jiomart,,3.2,1.4,0.7,0.2,0.1,0.3,,0.05,,,,,,,
119,jiomart_anjali_anjali_gingellysesame_oil_1_litre_pouch_pack_of_3,Anjali Gingelly/Sesame Oil 1 Litre Pouch (Pack of 3),Anjali,essentials,oil,1.0,L,1179.0,jiomart,890.0,0.5,0.0,8.7,89.9,6.3,0.1,0.0,0.0,,,,,,,
120,jiomart_goshudh_goshudh_bajra_atta_500_g_pearl_millet_flour,Goshudh Bajra Atta 500 g Pearl Millet Flour,Goshudh,essentials,flour,500.0,g,175.0,jiomart,,64.8,4.2,6.3,1.5,0.9,3.8,2.5,0.4,"Bajra Atta, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
121,jiomart_ramajeyam_premium_rice_ramajeyam_premium_rice_rajabhogam_ponni_boiled_rice_5kg,RAMAJEYAM Premium Rice Rajabhogam Ponni Boiled Rice 5Kg,Ramajeyam Premium Rice,essentials,rice,5.0,kg,736.0,jiomart,350.0,74.4,0.2,3.8,1.6,0.9,0.4,5.0,0.2,"Ponni rice, mustard oil, jaggery, Indian spices",30g,7.0,0.85,Verified from Indian nutrition label,,
122,jiomart_jairaj_jairaj_sarvottam_surti_kolam_rice10kg_light_on_stomach_rice_for_everyday_loaded_with_energy,"Jairaj Sarvottam Surti Kolam Rice-10kg | Light on Stomach Rice for Everyday, Loaded with Energy",Jairaj,essentials,rice,10.0,kg,1225.0,jiomart,370.0,76.3,1.2,2.5,0.8,0.4,0.7,1.0,0.2,,,,,,,
123,jiomart_jalaram_delight_jalaram_delights_unpolished_tur_dal_toor_dal_arhar_dal_proteinrich_farm_fresh_natura,Jalaram Delight's Unpolished Tur Dal / Toor Dal / Arhar Dal | Protein-Rich | Farm Fresh & Natural - 500 gm Dal,Jalaram Delight,essentials,pulses,500.0,g,170.0,jiomart,369.0,69.4,1.3,16.7,0.9,0.2,5.8,1.0,0.3,,,,,,,
124,jiomart_the_ancient_remedy_the_ancient_remedy_bread_crumbs_310gm_100_natural_crispy_crunchy_coating_for_cutl,"The Ancient Remedy Bread Crumbs - 310gm | 100% Natural, Crispy & Crunchy Coating for Cutlets, Patties, Fried Snacks, Baking & Everyday Cooking ",|The Ancient Remedy,ready_to_eat,ready-to-eat,310.0,g,299.0,jiomart,375.0,54.0,8.0,4.0,19.0,10.0,1.0,350.0,2.0,,,,,,,
125,jiomart_trinetra_trinetra_baking_soda_1_kg,Trinetra Baking Soda 1 kg,Trinetra,ready_to_eat,ready-to-eat,1.0,kg,250.0,jiomart,370.0,63.5,11.2,3.4,15.8,9.1,0.5,350.0,2.3,,,,,,,
126,jiomart_swad_swad_hot_spicy_schezwan_1kg_pack_of_2_dip_spread_chutney_marinate,SWAD Hot & Spicy Schezwan 1kg Pack of 2 | Dip | Spread | Chutney | Marinate,Swad,flavourings,pickles-chutney,1.0,kg,379.0,jiomart,,11.2,8.5,0.4,7.3,1.2,,220.0,12.0,,,,,,,
127,jiomart_pink_delight_pink_delight_premium_boora_handmade_triple_refined_kand_bura_1kg_pack,Pink Delight Premium Boora | Handmade | Triple Refined | Kand | Bura | 1Kg Pack,Pink Delight,essentials,salt-sugar,1.0,kg,180.0,jiomart,550.0,70.2,34.9,3.8,29.5,11.1,0.4,450.0,6.2,,,,,,,
128,jiomart_hachu_putul_hachu_putul_xorikia_pickle_500_g_pack_of_2_combo,Hachu Putul Xorikia Pickle 500 g pack of 2 Combo,Hachu Putul,flavourings,pickles-chutney,500.0,g,1499.0,jiomart,370.0,8.5,4.2,0.3,22.1,10.5,0.2,350.0,8.0,,,,,,,
129,jiomart_bansiram_bansiram_namkeen_bikaneri_sev_crunchy_bhujia_snack_spicy_flavorful_ready_to_eat_festive_ind,Bansiram Namkeen | Bikaneri Sev | Crunchy Bhujia Snack | Spicy & Flavorful | Ready to Eat | Festive Indian Snack (2 x 375gm) Combo Pack - 750 gm,Bansiram,snacks,chips-namkeen,,g,249.0,jiomart,370.0,45.5,8.2,4.1,19.3,10.9,0.6,350.0,2.5,,,,,,,
130,jiomart_good_life_tamarind_500_g,Tamarind 500 g,Good Life,essentials,masala,500.0,g,119.0,jiomart,15.0,3.8,2.5,0.4,0.1,0.05,1.3,2.0,0.5,,,,,,,
131,jiomart_bb_organics_bb_organics_pearl_millet_flakes_poha_1_kg_millet_flakes_for_breakfast_traditional_millet,B&B Organics Pearl Millet Flakes (poha) (1 Kg) Millet Flakes for Breakfast | Traditional Millet flakes,B&B Organics,snacks,breakfast,1.0,kg,279.0,jiomart,350.0,74.0,4.0,6.0,2.0,0.5,3.0,1.0,0.2,,,,,,,
132,jiomart_swad_distinctly_different_swad_sweet_mango_chutney_500g,SWAD Sweet Mango Chutney 500g,Swad Distinctly Different,flavourings,pickles-chutney,500.0,g,185.0,jiomart,60.0,15.0,12.0,0.5,2.0,1.0,0.5,50.0,3.0,,,,,,,
133,jiomart_mtr_mtr_3_minute_breakfast_vegetable_instant_upma_mix_60_g,MTR 3 Minute Breakfast Vegetable Instant Upma Mix 60 g,Mtr,ready_to_eat,ready-to-eat,3.0,Minute,13.0,jiomart,350.0,66.4,11.1,5.3,6.9,2.8,0.7,0.4,1.3,,,,,,,
134,jiomart_freshocartz_freshocartz_dried_figs_premium_quality_afghani_anjir_1_kg,FreshoCartz Dried Figs Premium Quality Afghani Anjir 1 kg,Freshocartz,essentials,dry-fruits-nuts,1.0,kg,699.0,jiomart,239.0,63.9,51.4,0.7,0.2,0.1,3.8,0.0,0.0,,,,,,,
135,jiomart_blk_foods_blk_foods_500g_dry_fruits_nut_mix,BLK Foods 500g Dry fruits & Nut Mix,Blk Foods,essentials,dry-fruits-nuts,500.0,g,449.0,jiomart,550.0,64.0,24.5,10.2,33.8,17.3,6.1,200.0,0.5,,,,,,,
136,jiomart_india_gate_india_gate_super_basmati_rice_1_kg,India Gate Super Basmati Rice 1 kg,India Gate,essentials,rice,1.0,kg,219.0,jiomart,,2.5,0.1,1.7,0.4,0.1,0.6,,0.2,"Basmati rice, water, salt, and other seasonings (not specified)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
137,jiomart_zucchero_zucchero_natural_unsweetened_peanut_butter_crunchy_25_kg,Zucchero Natural Unsweetened Peanut Butter Crunchy 2.5 Kg,Zucchero,spread,sauce-ketchup-butter,2.5,kg,759.0,jiomart,575.0,24.0,2.0,21.0,55.0,35.0,3.0,150.0,2.0,,,,,,,
138,jiomart_kiyo_kiyo_pizza_pasta_italino_sauce_900_gms,KIYO - Pizza Pasta Italino Sauce - 900 gms,Kiyo,spread,sauce-ketchup-butter,900.0,g,212.0,jiomart,378.0,14.2,10.5,0.3,21.8,12.1,0.2,150.0,1.5,,,,,,,
139,jiomart_scoopeat_scoopeat_multigrain_muesli_750gm_wholesome_crunch_with_super_millets_nuts_seeds_and_sweeten,"Scoopeat Multigrain Muesli - 750gm- Wholesome crunch with Super Millets, Nuts & Seeds and Sweetened with Date syrup",Scoopeat,snacks,breakfast,750.0,g,499.0,jiomart,,55.0,25.0,6.0,10.0,2.5,4.0,200.0,1.0,"Super Millets, Nuts & Seeds, Date syrup",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
140,jiomart_chandni_chowk_chandni_chowk_ready_to_eat_punjabi_shahi_chole_pure_veg_restaurant_style_ready_to_cook,"Chandni Chowk Ready to Eat Punjabi Shahi Chole, Pure Veg | Restaurant Style Ready to Cook Shahi Chole | No Preservatives Or Artificial Colors | 285gm Pack of 1",Chandni Chowk,ready_to_eat,ready-to-eat,285.0,g,139.0,jiomart,360.0,36.5,11.8,10.2,19.1,6.3,0.9,350.0,2.5,,,,,,,
141,jiomart_sangamam_rice_sangamam_rice_sastha_sona_masoori_rice_26_kg_broken_rice_premium_sona_masoori_rice,"Sangamam Rice, Sastha Sona Masoori Rice (26 Kg) , Broken Rice, Premium Sona Masoori Rice",Sangamam Rice,essentials,rice,26.0,kg,1659.0,jiomart,,73.2,0.3,4.8,1.5,0.6,0.7,2.3,0.4,,,,,,,
142,jiomart_britannia_britannia_cheezza_200_g_carton,Britannia Cheezza 200 g (Carton),Britannia,dairy,cheese-paneer,200.0,g,99.0,jiomart,550.0,4.0,1.0,10.0,40.0,20.0,0.0,350.0,1.0,,,,,,,
143,jiomart_pink_delight_pink_delight_pasta_penne_100_durum_wheat_high_in_protein_no_preservative_500_gm_pack,Pink Delight | Pasta Penne | 100% Durum Wheat | High in Protein | No Preservative | 500 Gm Pack,Pink Delight,noodles_pasta,noodles-pasta,500.0,g,165.0,jiomart,370.0,69.2,1.4,12.5,3.8,0.9,1.2,0.4,0.6,,,,,,,
144,jiomart_pintola_pintola_high_protein_peanut_butter_jaggery_crunchy_510_g,Pintola HIGH Protein Peanut Butter (JAGGERY) (Crunchy) 510 g,Pintola,spread,sauce-ketchup-butter,510.0,g,312.0,jiomart,572.0,21.4,16.5,20.2,31.8,9.1,0.3,220.0,0.4,,,,,,,
145,jiomart_goodricke_goodricke_khaass_assam_tea_1_kg,Goodricke Khaass Assam Tea 1 kg,Goodricke,beverage,tea-cofee,1.0,kg,670.0,jiomart,,3.7,2.5,0.1,0.4,0.2,0.3,10.0,0.5,"Assam tea leaves, mustard oil, jaggery, spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
146,jiomart_fortune_fortune_superfine_besan_500_g,Fortune Superfine Besan 500 g,Fortune,essentials,flour,500.0,g,57.0,jiomart,,64.3,2.5,6.4,0.9,0.7,1.3,,0.2,"Besan (Chickpea Flour), Mustard Oil, Ghee",30g,7.0,,,,
147,jiomart_india_gate_india_gate_mogra_basmati_rice_10_kg,India Gate Mogra Basmati Rice 10 kg,India Gate,essentials,rice,10.0,kg,629.0,jiomart,,2.5,0.1,2.8,0.4,0.1,0.6,,0.02,"Basmati Rice, Water, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
148,jiomart_chokhi_dhani_chokhi_dhani_ready_to_eat_khichdi_masala_khichdi_moong_dal_khichdi_200gm,Chokhi Dhani Ready to Eat Khichdi | Masala Khichdi | Moong Dal Khichdi 200gm,Chokhi Dhani,ready_to_eat,ready-to-eat,200.0,g,180.0,jiomart,370.0,70.2,11.4,9.3,13.5,8.1,2.6,250.0,4.0,,,,,,,
149,jiomart_pekers_pekers_mojito_mint_syrup_750_ml_premium_syrup_for_mocktails_cocktails_sodas_iceteas_and_more_,"Pekers Mojito Mint Syrup 750 ml | Premium Syrup for Mocktails, Cocktails, Sodas, Ice-teas, and more | Alcohol-Free | Ready to mix",Pekers,beverage,juice-drink,750.0,ml,625.0,jiomart,,,,,,,,0.5,0.2,,,,,,,
150,jiomart_trinetra_trinetra_peanut_750gm_pack_of_1_moongfali_750_g_ground_nuts,Trinetra Peanut 750Gm (Pack Of 1) Moongfali (750 g) Ground Nuts,Trinetra,essentials,pulses,750.0,g,142.0,jiomart,575.0,22.2,4.5,21.8,55.3,19.1,7.2,0.5,0.4,,,,,,,
151,jiomart_9am_9am_mango_pickle_900g,9am Mango Pickle 900g,9Am,flavourings,pickles-chutney,9.0,,179.0,jiomart,45.0,10.0,4.0,0.0,2.0,1.0,0.0,50.0,3.0,,,,,,,
152,jiomart_foodemporium_foodemporium_bread_crumbs_panko_bread_crumb_225gm_japanese_style_crispy_light_bread_cru,FoodEmporium Bread Crumbs | Panko Bread Crumb (225gm) | Japanese Style Crispy & Light Bread Crumbs,Foodemporium,ready_to_eat,ready-to-eat,225.0,g,185.0,jiomart,360.0,24.5,2.0,4.0,12.0,3.5,1.0,350.0,2.5,,,,,,,
153,jiomart_true_elements_true_elements_chia_seeds_raw_150gm_sunflower_raw_seeds_150gm_watermelon_raw_seeds_150g,True Elements (Chia Seeds Raw 150gm+ Sunflower Raw Seeds 150gm+ Watermelon Raw Seeds 150gm+ Flax Seeds Raw 250gm) - Combo - 700gm,True Elements,essentials,dry-fruits-nuts,150.0,g,375.0,jiomart,550.0,65.8,15.2,14.1,25.5,3.4,10.8,0.0,0.0,,,,,,,
154,jiomart_kesari_golden_sugar_kesari_naturally_low_gi_sugar_500_g,Kesari Naturally Low GI Sugar 500 g,Kesari Golden Sugar,essentials,salt-sugar,500.0,g,65.0,jiomart,,64.3,57.2,0.1,0.5,0.2,0.4,,0.3,,,,,,,
